TxId,RxId,PanelId,TxX,TxY,TxZ,RxX,RxY,RxZ,PanelX,PanelY,PanelZ,IncidentAngleDeg,ReflectionAngleDeg,ReflectionErrorDeg,SteeringAngleDeg,SpecularStatus,DistanceTxToPanel_m,DistancePanelToRx_m,TotalDistance_m
1,2,1,2.000,2.080,2.600,2.600,2.080,2.600,5.000,13.875,4.500,16.76,14.55,2.21,31.26,Steering,12.318,12.186,24.504
1,3,1,2.000,2.080,2.600,3.200,2.080,2.600,5.000,13.875,4.500,16.76,12.51,4.24,29.04,Steering,12.318,12.082,24.400
1,4,1,2.000,2.080,2.600,3.800,2.080,2.600,5.000,13.875,4.500,16.76,10.79,5.97,26.89,Steering,12.318,12.007,24.325
1,5,1,2.000,2.080,2.600,4.400,2.080,2.600,5.000,13.875,4.500,16.76,9.59,7.17,24.84,Steering,12.318,11.962,24.280
1,6,1,2.000,2.080,2.600,5.000,2.080,2.600,5.000,13.875,4.500,16.76,9.15,7.60,22.95,Steering,12.318,11.947,24.265
1,7,1,2.000,2.080,2.600,5.600,2.080,2.600,5.000,13.875,4.500,16.76,9.59,7.17,21.27,Steering,12.318,11.962,24.280
1,8,1,2.000,2.080,2.600,6.200,2.080,2.600,5.000,13.875,4.500,16.76,10.79,5.97,19.85,Steering,12.318,12.007,24.325
1,9,1,2.000,2.080,2.600,6.800,2.080,2.600,5.000,13.875,4.500,16.76,12.51,4.24,18.77,Steering,12.318,12.082,24.400
1,10,1,2.000,2.080,2.600,7.400,2.080,2.600,5.000,13.875,4.500,16.76,14.55,2.21,18.06,Steering,12.318,12.186,24.504
1,11,1,2.000,2.080,2.600,8.000,2.080,2.600,5.000,13.875,4.500,16.76,16.76,0.00,17.75,Steering,12.318,12.318,24.636
1,12,1,2.000,2.080,2.600,8.600,2.080,2.600,5.000,13.875,4.500,16.76,19.04,2.29,17.84,Steering,12.318,12.478,24.796
1,13,8,2.000,2.080,2.600,9.200,2.080,2.600,6.000,13.875,4.500,20.58,17.51,3.07,17.86,Steering,12.599,12.368,24.967
1,14,8,2.000,2.080,2.600,9.800,2.080,2.600,6.000,13.875,4.500,20.58,19.81,0.77,17.41,Steering,12.599,12.537,25.136
1,15,8,2.000,2.080,2.600,10.400,2.080,2.600,6.000,13.875,4.500,20.58,22.11,1.54,17.34,Steering,12.599,12.732,25.330
1,16,8,2.000,2.080,2.600,11.000,2.080,2.600,6.000,13.875,4.500,20.58,24.39,3.82,17.62,Steering,12.599,12.951,25.550
1,17,15,2.000,2.080,2.600,11.600,2.080,2.600,7.000,13.875,4.500,24.39,22.88,1.52,17.05,Steering,12.951,12.802,25.753
1,18,15,2.000,2.080,2.600,12.200,2.080,2.600,7.000,13.875,4.500,24.39,25.14,0.75,16.84,Steering,12.951,13.030,25.981
1,19,15,2.000,2.080,2.600,12.800,2.080,2.600,7.000,13.875,4.500,24.39,27.36,2.97,16.97,Steering,12.951,13.281,26.232
1,20,22,2.000,2.080,2.600,13.400,2.080,2.600,8.000,13.875,4.500,28.08,25.89,2.19,16.67,Steering,13.369,13.111,26.480
1,21,1,2.000,2.080,2.600,2.000,2.080,5.000,5.000,13.875,4.500,16.76,14.46,2.30,29.12,Steering,12.318,12.181,24.499
1,22,1,2.000,2.080,2.600,2.600,2.080,5.000,5.000,13.875,4.500,16.76,11.74,5.01,26.44,Steering,12.318,12.047,24.365
1,23,1,2.000,2.080,2.600,3.200,2.080,5.000,5.000,13.875,4.500,16.76,9.00,7.76,23.72,Steering,12.318,11.942,24.260
1,24,1,2.000,2.080,2.600,3.800,2.080,5.000,5.000,13.875,4.500,16.76,6.29,10.47,20.99,Steering,12.318,11.866,24.184
1,25,1,2.000,2.080,2.600,4.400,2.080,5.000,5.000,13.875,4.500,16.76,3.79,12.97,18.27,Steering,12.318,11.821,24.139
1,26,1,2.000,2.080,2.600,5.000,2.080,5.000,5.000,13.875,4.500,16.76,2.43,14.33,15.59,Steering,12.318,11.806,24.124
1,27,1,2.000,2.080,2.600,5.600,2.080,5.000,5.000,13.875,4.500,16.76,3.79,12.97,13.01,Steering,12.318,11.821,24.139
1,28,1,2.000,2.080,2.600,6.200,2.080,5.000,5.000,13.875,4.500,16.76,6.29,10.47,10.61,Steering,12.318,11.866,24.184
1,29,1,2.000,2.080,2.600,6.800,2.080,5.000,5.000,13.875,4.500,16.76,9.00,7.76,8.54,Steering,12.318,11.942,24.260
1,30,1,2.000,2.080,2.600,7.400,2.080,5.000,5.000,13.875,4.500,16.76,11.74,5.01,7.05,Steering,12.318,12.047,24.365
1,31,1,2.000,2.080,2.600,8.000,2.080,5.000,5.000,13.875,4.500,16.76,14.46,2.30,6.52,Steering,12.318,12.181,24.499
1,32,1,2.000,2.080,2.600,8.600,2.080,5.000,5.000,13.875,4.500,16.76,17.13,0.37,7.08,Steering,12.318,12.342,24.660
1,33,8,2.000,2.080,2.600,9.200,2.080,5.000,6.000,13.875,4.500,20.58,15.35,5.22,7.25,Steering,12.599,12.232,24.830
1,34,8,2.000,2.080,2.600,9.800,2.080,5.000,6.000,13.875,4.500,20.58,18.00,2.58,6.42,Steering,12.599,12.402,25.001
1,35,8,2.000,2.080,2.600,10.400,2.080,5.000,6.000,13.875,4.500,20.58,20.58,0.00,6.63,Steering,12.599,12.599,25.198
1,36,15,2.000,2.080,2.600,11.000,2.080,5.000,7.000,13.875,4.500,24.39,18.87,5.52,7.45,Steering,12.951,12.465,25.416
1,37,15,2.000,2.080,2.600,11.600,2.080,5.000,7.000,13.875,4.500,24.39,21.42,2.97,6.39,Steering,12.951,12.670,25.621
1,38,15,2.000,2.080,2.600,12.200,2.080,5.000,7.000,13.875,4.500,24.39,23.89,0.51,6.27,Steering,12.951,12.900,25.851
1,39,15,2.000,2.080,2.600,12.800,2.080,5.000,7.000,13.875,4.500,24.39,26.27,1.88,7.03,Steering,12.951,13.153,26.105
1,40,22,2.000,2.080,2.600,13.400,2.080,5.000,8.000,13.875,4.500,28.08,24.69,3.39,6.41,Steering,13.369,12.982,26.351
1,41,2,2.000,2.080,2.600,2.000,2.080,7.400,5.000,13.875,5.500,19.48,16.76,2.73,28.35,Steering,12.511,12.318,24.829
1,42,2,2.000,2.080,2.600,2.600,2.080,7.400,5.000,13.875,5.500,19.48,14.55,4.93,25.65,Steering,12.511,12.186,24.697
1,43,2,2.000,2.080,2.600,3.200,2.080,7.400,5.000,13.875,5.500,19.48,12.51,6.97,22.91,Steering,12.511,12.082,24.593
1,44,2,2.000,2.080,2.600,3.800,2.080,7.400,5.000,13.875,5.500,19.48,10.79,8.69,20.15,Steering,12.511,12.007,24.518
1,45,2,2.000,2.080,2.600,4.400,2.080,7.400,5.000,13.875,5.500,19.48,9.59,9.89,17.38,Steering,12.511,11.962,24.473
1,46,2,2.000,2.080,2.600,5.000,2.080,7.400,5.000,13.875,5.500,19.48,9.15,10.33,14.62,Steering,12.511,11.947,24.458
